KO01	KO02	KO03	WT01	WT02	WT03
ENSG00000171612.6	847.279733357349	835.790690100378	688.438689961814	1099.28710821202	1102.67080404119	1043.86095267184
ENSG00000188807.12	5476.13770744995	5885.68490645453	7474.10607932128	4703.68041494568	5003.17733743342	5302.99757982893
ENSG00000171608.15	6234.44891139686	6193.24806928352	6568.74425497527	6626.3758474819	7018.99740107121	7074.34224489146
ENSG00000179840.5	63.1926003289093	84.9460164003889	103.9152739565	87.7315672899981	88.0605156005116	99.3277382278052
ENSG00000231789.2	410.75190213791	429.612036967484	536.462601800433	304.417968427945	337.884369641094	428.580796427382
ENSG00000171603.16	15537.8963466622	16302.8004119229	17309.686759304	18195.3156545786	18887.066237275	19454.4411734515
ENSG00000178585.14	491.405615715597	543.84978316111	542.957306422714	543.301513097097	549.421042985801	537.105547454058
ENSG00000162441.11	899.663073103682	812.357306265788	775.467731900383	836.09240634203	751.385921156539	730.242816230346
ENSG00000173614.13	619.453779539966	538.967828195571	452.031441710776	674.370360614684	597.280018855644	627.236272882992
ENSG00000130939.18	5875.24886742201	5501.96324616312	5817.95640063956	5146.56627873495	5208.97093367374	5423.47844749414
ENSG00000054523.17	1021.89086584512	884.610239755774	954.721579475346	836.09240634203	1006.9528523015	808.417425020748
ENSG00000142657.20	12524.6070888732	12934.2514857006	12204.848926191	12796.1247423219	13981.521210616	14642.5640770823
ENSG00000175279.21	93.1259373268137	63.4654145520147	42.8650505070564	80.3325194462633	76.5743613917492	67.1381934317572
ENSG00000241563.3	26.6074106648039	17.5750378759425	16.8862320179313	15.8551025222888	18.1864108305404	18.3940255977417
ENSG00000160049.11	5351.41546995869	5496.10490020447	6012.797539308	5475.29540436374	5696.17530802875	6104.05739461059
ENSG00000142655.12	1439.29462064924	1580.77701784172	2191.3133395577	1318.08752301961	1309.42157979891	1676.61543323416
ENSG00000130940.14	631.926003289093	624.890235589068	714.417508450939	587.695800159505	603.023095960025	548.141962812703
ENSG00000272078.1	22.4500027484283	24.4097748276979	22.0819957157563	23.2541503660236	21.057949382731	27.5910383966126
ENSG00000120948.16	6265.21372997804	6372.90401201538	4885.31681687997	5571.48302633229	5539.19786717566	5840.10312728299
ENSG00000009724.16	110.587050575591	124.978047117813	133.790915218994	95.1306151337329	101.461028844068	96.568634388144
ENSG00000271895.2	24.1129659149785	41.9848127036405	45.4629323559689	44.3942870624087	43.0730782828589	52.4229729535639
ENSG00000116649.9	12966.1238095923	14386.1448924521	17514.9194253681	11444.2130005881	11635.4742134763	15848.2924550143
ENSG00000171824.13	6076.46741057459	6283.07604064945	6809.04832599968	5745.88915407746	5711.4901803071	6072.78755109442
ENSG00000198793.12	8934.26961229119	8516.08224188726	9217.28479994157	9293.20409173088	9248.26849708851	8782.22752164178
ENSG00000120942.13	2405.47622041493	2617.70425252233	3101.87092760153	2339.15612545501	2458.99418019255	2533.77702608892
ENSG00000204624.7	25.7759290815288	26.3625568139138	29.8756412624938	24.3111572008428	17.2292313131436	21.153129437403
ENSG00000116661.10	27.438892248079	27.3389478070217	20.7830547913001	38.0522460534931	46.9017963524464	57.9411806328864
ENSG00000132879.13	399.111159972059	358.335494470606	435.145209692845	509.47729438288	475.718220146242	543.543456413267
ENSG00000116663.10	64.8555634954595	68.3473695175543	97.420569334219	127.89782701313	118.690260157211	152.670412461256
ENSG00000116670.14	1988.07246561082	2074.83086035433	2562.81044395219	1992.45788363429	2023.47749977697	2458.36152113818
ENSG00000177674.15	314.300038477996	309.51594481521	318.240526491782	394.263549387582	462.317706902686	521.470625695977
ENSG00000177000.11	2538.51327373895	2757.32816453676	2786.22828295866	3326.40050917619	3557.83626616415	3135.26166313507
ENSG00000011021.21	1892.45208353418	2452.69417468709	2330.30001847452	3252.41003073884	3289.82600129303	2989.02915963303
ENSG00000242349.5	39.0796344139307	75.1821064693097	59.7512825249877	87.7315672899981	93.8035927048928	114.042958705999
ENSG00000175206.10	20.7870395818781	26.3625568139138	19.4841138668438	30.6531982097584	30.6297445566997	53.3426742334509
ENSG00000116685.15	2911.0170230462	3001.42591281374	3840.96831361714	2826.43627630669	2870.5813726732	3215.27567448525
ENSG00000083444.16	2353.92436225187	2390.20515112818	2899.23614338636	2567.46960177597	2682.01700774602	3161.01329897191
ENSG00000116688.16	7776.84724837222	8208.51907905827	8640.555029483	7218.29967498069	7272.64997318138	7781.59252912463
ENSG00000116691.10	1017.73345792875	1096.48708526019	1293.74516075843	1094.00207403793	1131.3861895631	1317.01223279831
ENSG00000120949.14	162.138908738649	138.647521021324	200.036902366263	179.691161919273	210.57949382731	246.479943009739
ENSG00000028137.18	3588.67451341543	3569.68547080255	4404.70867483115	2547.3864719144	2510.68187413198	2904.41664188342
ENSG00000048707.14	4035.18012363417	3768.86923339656	4457.96525273386	3465.92541137233	3595.16626734263	3060.76585946422
ENSG00000116731.22	8698.12884264105	9319.65202921508	10152.5222655501	7626.30431322092	7720.60998732312	6974.09480538377
ENSG00000142634.12	3683.46341390879	4228.74939115039	4945.06809940496	3844.33385823763	4057.48397424531	4767.73143493465
ENSG00000132906.17	970.339007682067	990.060467011429	1027.4622712449	938.622069319498	982.066184849184	1198.37076769287
ENSG00000116138.12	1516.62240789382	1289.81250189556	1321.02292017201	1471.3535140684	1419.49722429955	1301.37731104023
ENSG00000116771.5	115.575940075242	113.261355200518	100.018451183132	118.384765499756	131.133593883371	136.115789423289
ENSG00000197312.11	5431.2377019531	5016.69692258848	4887.91469872888	4870.68749484712	5051.99349282066	4424.68285753677
ENSG00000116786.12	4922.37097298872	5348.66986024517	6019.29224393028	5066.23375928868	4894.05887245017	5775.7240376909
ENSG00000237938.5	15.7981500822273	24.4097748276979	29.8756412624938	36.9952392186739	25.8438469697154	25.7516358368384
ENSG00000162461.7	24.1129659149785	34.1736847587771	36.3703458847751	20.0831298615658	28.715385521906	49.6638691139026
ENSG00000233954.6	24.1129659149785	21.4806018483742	49.3597551293376	39.1092528883124	22.9723084175248	29.4304409563867
ENSG00000178715.8	43.2370423303063	33.1972937656692	53.2565779027064	44.3942870624087	38.2871806958746	44.1456614345801
ENSG00000179743.4	215.353730068257	207.971281531987	219.521016233107	160.665038892527	142.619748092133	191.297866216514
ENSG00000065526.10	14772.1018084658	15898.5745407762	21471.4934812619	13026.5522323125	13383.284012243	12183.2828546642
ENSG00000116809.11	1884.9687492847	2064.09055943014	2283.53814519409	1744.06127745177	1740.1523626275	2047.25504902865
ENSG00000142632.16	138.02594282367	173.797596773209	149.378206312469	162.779052562165	144.534107126927	152.670412461256
ENSG00000237276.8	12.4722237491268	14.6458648966188	15.587291093475	20.0831298615658	10.5289746913655	11.036415358645
ENSG00000132881.11	161.307427155374	165.986468828346	180.552788499419	189.204223432646	187.607185409786	161.867425260127
ENSG00000037637.10	1984.74653927772	1991.83762594015	2078.30547913001	2142.55285417863	2227.35673698251	2067.48847718617
ENSG00000055070.16	7918.19911752899	8208.51907905827	10083.6783965539	7931.77928848368	8085.29538345132	9811.37325383543
ENSG00000157191.19	3563.73006591717	3673.18291607199	3818.88631790138	3346.48363903776	3662.16883356041	3797.44658465378
ENSG00000226029.1	24.9444474982537	26.3625568139138	33.7724640358626	28.5391845401199	22.0151289001279	27.5910383966126
ENSG00000080947.14	36.5851896641054	45.8903766760721	29.8756412624938	58.135375915059	55.5164120090182	50.5835703937897
ENSG00000219481.10	1402.70943098513	1216.58317741247	1323.62080202092	1659.50073066623	1659.74928316616	1600.28022700353
ENSG00000215908.10	1273.82978557749	1433.34197788242	1254.77693302474	1825.45080373285	1570.73158804826	1694.08975755201
ENSG00000186301.8	19.1240764153278	47.843158662288	36.3703458847751	67.6484374284322	61.2594891133994	75.415504950741
ENSG00000268869.5	9.14629741602634	9.76390993107918	12.9894092445625	23.2541503660236	13.4005132435561	10.1167140787579
ENSG00000058453.16	340.9074491428	410.084217105326	388.38333641242	461.911986816014	511.133862289926	439.617211786027
ENSG00000186715.10	19.1240764153278	29.2917297932375	20.7830547913001	44.3942870624087	34.4584626262872	38.6274537552576
ENSG00000228549.3	19.1240764153278	19.5278198621584	20.7830547913001	29.5961913749391	26.8010264871122	27.5910383966126
ENSG00000159363.17	1899.10393620038	1889.31657166382	2158.83981644629	2167.92101821429	2422.62135853147	2529.17851968948
ENSG00000117118.9	4649.64501367448	4534.35977199317	4886.61575780442	5271.29308524362	5365.94837452683	5806.07417992717
ENSG00000117115.12	23.2814843317034	15.6222558897267	19.4841138668438	15.8551025222888	17.2292313131436	22.9925319971771
ENSG00000179051.13	16165.6649420349	16600.5996648208	17057.6922199595	15497.8342121199	15327.315612076	16412.069339585
ENSG00000074964.16	15.7981500822273	11.716691917295	18.1851729423875	24.3111572008428	17.2292313131436	11.9561166385321
ENSG00000117148.7	4154.91347162578	4003.20307174246	3740.94986243401	5679.29772348385	5510.48248165375	6562.06863199435
ENSG00000159423.16	49.8888949965073	50.7723316416117	41.5661095826001	44.3942870624087	45.9446168350495	46.9047652742413
ENSG00000272084.1	34.9222264975551	26.3625568139138	38.9682277336876	21.1401366963851	20.1007698653342	26.6713371167255
ENSG00000127481.14	21037.3155384439	21060.7537213378	30053.5961691443	18884.4841108808	20141.9285845822	17723.563364704
ENSG00000230424.1	27.438892248079	26.3625568139138	36.3703458847751	17.9691161919273	33.5012831088903	32.189544796048
ENSG00000127463.14	3984.45974705438	3945.5960031491	4198.17706784261	3507.14867793028	3656.42575645603	3777.21315649626
ENSG00000053372.4	4747.75984050095	4941.51481611917	4871.02846671095	4739.61864732953	4529.37347632197	5359.09935790205
ENSG00000211454.13	50.7203765797824	63.4654145520147	70.1428099206377	50.7363280713242	54.5592324916213	51.5032716736768
ENSG00000270728.1	67.3500082452849	67.3709785244463	84.4311600896565	62.363403254336	67.9597457351774	56.1017780731122
ENSG00000053371.12	1632.19834796906	1697.94393701467	1854.88764012353	1611.93542309936	1774.61082525379	1890.90583144785
ENSG00000040487.12	475.60746563337	581.929031892319	587.121297854227	516.876342226615	547.506683951007	533.426742334509
ENSG00000077549.17	9210.32149793853	10077.3314398668	12445.1529972154	8833.40611858451	9137.23567307048	11224.9541210219
ENSG00000173436.13	389.964862556032	351.50075751885	250.695598420057	396.37756305722	368.514114197793	389.953342672124
ENSG00000158747.14	557.092660794332	618.055498637312	719.613272148764	424.91674759734	512.091041807323	506.755405217784
ENSG00000226396.1	14.1351869156771	20.5042108552663	14.2883501690188	17.9691161919273	12.4433337261593	13.7955191983063
ENSG00000162542.13	785.75009619499	778.183621507011	859.89889199004	643.717162404926	664.282585073425	777.147581504587
ENSG00000169914.5	1269.67237766111	1264.42633607475	1067.72943990304	1304.34643416696	1184.98824253732	1021.78812195455
ENSG00000090432.6	1902.42986253348	1938.13612131922	2084.80018375229	1660.55773750105	1697.07928434464	1830.2055469753
ENSG00000158828.7	379.987083556731	403.24948015357	452.031441710776	329.786132463607	373.300011784778	419.383783628511
ENSG00000117242.7	347.559301809001	374.934141353441	414.362154901545	360.439330673366	373.300011784778	383.515433712915
ENSG00000244038.9	9097.24000261311	9565.70255947827	10060.2974599137	8730.87645560704	8745.74925045516	10212.3630118662
ENSG00000189410.11	119.733347991618	120.096092152274	113.007860427694	269.53674287891	272.796162458107	214.290398213691
ENSG00000127483.17	13520.7220256368	13369.7218686267	11608.6350418655	14024.3666843819	13679.0524831186	12319.3986440875
ENSG00000075151.20	7181.50643474723	7322.93244830938	7645.56628134951	7279.6060714002	7367.41074540367	7039.39359625575
ENSG00000117298.14	20229.9469210837	21434.7114716981	24921.4805766177	16245.1380443371	17086.6115650514	17950.7295808361
ENSG00000231105.1	133.03705332402	148.411430952404	161.068674632575	89.8455809596366	85.188977048321	88.2913228691602
ENSG00000227001.3	13.303705332402	12.6930829104029	22.0819957157563	10.5700683481925	17.2292313131436	15.6349217580805
ENSG00000142794.18	504.709321047999	426.68286398816	354.610872376557	609.89294369071	542.720786364023	493.879587299365
ENSG00000162551.13	182.094466737252	169.892032800778	261.087125815707	221.971435312043	207.70795527512	238.202631490755
ENSG00000090686.15	5121.92655297475	4778.45752027015	4278.7114051589	4737.5046336599	4676.77912200108	4522.1711932048
ENSG00000142798.18	31.5963001644546	24.4097748276979	18.1851729423875	35.9382323838546	29.6725650393028	26.6713371167255
ENSG00000218510.7	454.820426051492	451.092638815858	367.60028162112	430.201781771436	440.302578002558	412.945874669301
ENSG00000070831.15	6525.46746554316	6286.98160462188	5915.37696997378	6411.80346001359	6401.61661235024	6184.99110724065
ENSG00000184677.16	2993.33369979044	3058.056590414	3160.32326920206	2831.72131048078	2921.31188709523	2707.60056798758
ENSG00000004487.16	7857.5009619499	7432.28823953747	7233.80200829688	8469.79576740668	8445.19488199254	8496.20042359689
ENSG00000169641.13	1301.26867782557	1276.14302799205	1358.69220698124	1068.63391000227	1159.1443955676	1022.70782323444
ENSG00000261326.2	78.1592688278615	93.7335353383601	55.8544597516189	127.89782701313	141.662568574736	105.765647187015
ENSG00000125944.19	19982.1654092677	18400.0882651187	16869.3457859134	17418.4156309865	17252.2036215611	17405.3467218631
ENSG00000125945.14	498.057468381798	413.013390084649	407.867450279264	534.845458418543	516.876939394307	489.281080899929
ENSG00000249087.6	18.2925948320527	25.3861658208059	18.1851729423875	31.7102050445776	23.9294879349216	19.3137268776288
ENSG00000088280.18	586.194516208961	644.418055451226	585.82235692977	958.705199181063	851.88977048321	868.198008213409
ENSG00000007968.6	10111.6475342088	10384.8946026958	11290.3945153738	7958.20445935416	7897.68819804154	8389.51507512999
ENSG00000117318.8	2600.87439248458	2789.54906730932	3294.11418442106	2736.59069534705	2733.70470168545	3298.96849095498
ENSG00000197880.8	24.1129659149785	31.2445117794534	29.8756412624938	11.6270751830118	16.2720517957467	18.3940255977417
ENSG00000142676.13	36897.8267394168	37290.3248087776	36575.5785508392	33343.2806043734	33183.4995091145	40008.845077648
ENSG00000011007.12	5448.69881520187	5676.73723392944	6106.32128586885	4489.10802747737	4537.03091246114	4947.07318451263
ENSG00000236810.5	79.8222319944117	75.1821064693097	70.1428099206377	67.6484374284322	66.0453867003837	64.379089592096
ENSG00000057757.9	4776.86169591558	4364.46773919239	3920.20371000897	4168.83495652714	4045.99782003655	4504.69686888694
ENSG00000011009.10	2101.15396093623	2345.29116544522	2434.21529243102	2025.22509551369	2050.27852626409	2440.88719682032
ENSG00000117308.14	671.005637703023	725.458507879183	689.73763088627	777.957030426971	720.75617659984	789.103698143119
ENSG00000117305.14	1019.3964210953	982.249339066565	919.650174515027	1103.5151355513	1077.78413658887	1132.152275541
ENSG00000179163.11	1606.42241888754	1475.32679058606	1375.57843899917	1526.317869479	1551.58799770032	1534.06173485166
ENSG00000188822.7	2426.26325999681	2605.01116961193	2482.2761066359	2814.80920112367	3047.65958339162	2775.65846269922
ENSG00000229106.1	136.36297965712	128.883611090245	155.87291093475	160.665038892527	133.047952918164	160.028022700353
ENSG00000189266.11	5040.44135781379	4769.67000133218	4039.70627505895	5267.06505790434	5230.98606257387	5026.16749458292
ENSG00000188529.14	12485.5274544592	11970.5535755031	8457.40435913467	12468.4526235279	11668.0183170678	10387.1062550447
ENSG00000142677.3	13.303705332402	17.5750378759425	19.4841138668438	12.684082017831	14.357692760953	14.7152204781934
ENSG00000185436.11	3229.47446944057	3407.60456594663	3591.57165612154	2389.89245352633	2539.39725965388	2245.91052548426
